,CSF,WM,GM
388.0,0.9946725654056545,0.0036216744760923505,0.0017057601182531267
389.0,0.9946828297856338,0.0026815441749308104,0.002635626039435207
390.0,0.9950019582838834,0.0027418483738092685,0.00225619334230725
391.0,0.9955013640295817,0.0024851946888899846,0.002013441281528284
392.0,0.9954165778746195,0.002298255313415521,0.002285166811965014
393.0,0.9948486367133736,0.0027669750470667685,0.0023843882395596034
394.0,0.9949563430699014,0.002844143350225788,0.002199513579872723
395.0,0.9947290948722055,0.0023977568897008716,0.0028731482380935608
396.0,0.9950711153144165,0.002606866421322125,0.0023220182642612903
397.0,0.9936498941262932,0.003139399184848108,0.0032107066888587966
398.0,0.9937527103173874,0.0030192611476060867,0.003228028535006367
399.0,0.9936626896950184,0.002384980363273538,0.003952329941707965
400.0,0.9952720963502317,0.002311599834556255,0.00241630381521192
401.0,0.9936052461498883,0.0031151470757804717,0.003279606774331135
402.0,0.9927506622722826,0.003534725145306023,0.003714612582411472
403.0,0.9930231157544968,0.003498403779900948,0.0034784804656023106
404.0,0.9933949050795622,0.002530855281729184,0.004074239638708577
405.0,0.992298481953019,0.003227793373910011,0.004473724673070883
406.0,0.993378993513722,0.002663592375557148,0.003957414110720768
407.0,0.992835273779859,0.002786478687208431,0.004378247532932428
408.0,0.9928339318649917,0.0028457261098039596,0.004320342025204245
409.0,0.9914505998129254,0.0026235871945740233,0.005925812992500494
410.0,0.9923038801447752,0.002948900177671599,0.004747219677553265
411.0,0.9904065860984569,0.0031056246168251265,0.006487789284717878
412.0,0.9924819956087965,0.0026528449345193696,0.004865159456684125
413.0,0.9890064481953131,0.003638136467227722,0.0073554153374592824
414.0,0.991185626390098,0.002763577223152738,0.0060507963867491845
415.0,0.9882103035711771,0.003965819303930528,0.007823877124892404
416.0,0.988155152472141,0.0036564652162365016,0.00818838231162258
417.0,0.9881925716405298,0.002980017966420878,0.008827410393049306
418.0,0.9868288709130291,0.0036070658541584332,0.009564063232812593
419.0,0.9876994467439805,0.00308832927738176,0.00921222397863775
420.0,0.9865274995423243,0.003421043033720353,0.010051457423955487
421.0,0.9855598659416528,0.002761730889507948,0.011678403168839129
422.0,0.984158293764745,0.003630034152432711,0.01221167208282239
423.0,0.9844114620209179,0.0032558679595347632,0.012332670019547399
424.0,0.983473617440418,0.0033829803024635293,0.013143402257118564
425.0,0.9827307172264325,0.003333990446017003,0.01393529232755061
426.0,0.9823069621413337,0.002702872611191897,0.014990165247474277
427.0,0.9799501254020633,0.0038445268973407937,0.016205347700595986
428.0,0.981425414251716,0.00301218279240547,0.01556240295587856
429.0,0.98098532380589,0.0031431763372687846,0.015871499856841293
430.0,0.9785417774760428,0.003582957638146985,0.017875264885810285
431.0,0.9807749689237472,0.003219450749696161,0.01600558032655665
432.0,0.9764583849700975,0.0033980627246438695,0.020143552305258786
433.0,0.9778169444429413,0.0020786462657214405,0.020104409291337166
434.0,0.975609146385197,0.003686116589646514,0.02070473702515665
435.0,0.9769136164145547,0.0037128449160691132,0.019373538669376248
436.0,0.9743861247461348,0.0037249756161245504,0.021888899637740638
437.0,0.9751672155717916,0.0036670771715723357,0.021165707256636027
438.0,0.9771831705012065,0.003243875984298527,0.019572953514495086
439.0,0.9770336072405392,0.0020571818767913075,0.020909210882669362
440.0,0.9744062237744925,0.0030867224915604526,0.02250705373394713
441.0,0.9727314496265365,0.0033655824144938613,0.023902967958969772
442.0,0.9724859823358434,0.002349220102374979,0.0251647975617815
443.0,0.9730393634819746,0.0032110392447211454,0.02374959727330438
444.0,0.9664091462811316,0.0042278864598930535,0.029362967258975338
445.0,0.9667547973194429,0.0036004815595159375,0.02964472112104117
446.0,0.9675755014509438,0.002476901682599077,0.02994759686645694
447.0,0.9632165336823995,0.004691616399313757,0.0320918499182869
448.0,0.9657959447091589,0.004500241698914644,0.029703813591926444
449.0,0.9642459676145783,0.0033569946120150062,0.03239703777340671
450.0,0.9625324126221941,0.0022802134547824315,0.035187373923023395
451.0,0.958463618842116,0.0035323385215334305,0.038004042636350585
452.0,0.9605570324918453,0.0024903865615443534,0.03695258094661032
453.0,0.9589181395466773,0.0037541507560897975,0.03732770969723295
454.0,0.9581730195607221,0.0040745394713979964,0.03775244096787999
455.0,0.9565977567316484,0.003227598287037567,0.04017464498131416
456.0,0.9570685098535537,0.0037948729934221504,0.03913661715302423
457.0,0.9514880359120815,0.0044710463749798365,0.04404091771293869
458.0,0.9530708035986089,0.00429934445486346,0.04262985194652762
459.0,0.9534793713003157,0.00423478374290723,0.042285844956777056
460.0,0.9514088676325573,0.003272436708448744,0.0453186956589941
461.0,0.9523896345607784,0.002953181092306461,0.04465718434691514
462.0,0.9482684249060492,0.0035932310734272726,0.04813834402052363
463.0,0.9487882949455801,0.003363695842959819,0.047848009211460096
464.0,0.9429003688149723,0.00421452878265788,0.052885102402369856
465.0,0.9448116346149863,0.004838619284658229,0.050349746100355496
466.0,0.9501242464933359,0.003509892274562093,0.046365861232102075
467.0,0.9418283997528533,0.0037167674887117062,0.0544548327584352
468.0,0.9463996524059094,0.0050537770237272465,0.04854657057036338
469.0,0.9410276607875941,0.004560306853320161,0.05441203235908574
470.0,0.9408046151840929,0.003887123879829628,0.05530826093607745
471.0,0.9454973414493694,0.0042481696484128325,0.0502544889022179
472.0,0.9356040966255506,0.0038845492606293126,0.060511354113820304
473.0,0.9359267295217722,0.003517103611599422,0.06055616686662846
474.0,0.9417869782063322,0.0022480885967332454,0.055964933196934526
475.0,0.9346322507602464,0.0037132146941491213,0.06165453454560463
476.0,0.9275584782758007,0.005072401200557934,0.06736912052364125
477.0,0.9294730665929344,0.0037711625218857037,0.06675577088517987
478.0,0.929952692305568,0.004570456006018185,0.06547685168841386
479.0,0.928132821041895,0.004215104425650989,0.06765207453245417
480.0,0.9287602715941821,0.003853913001092798,0.06738581540472517
481.0,0.9207146914438146,0.004445704929137968,0.07483960362704749
482.0,0.9237896086599686,0.005088013772189883,0.0711223775678416
483.0,0.9199775225090819,0.004997413666891497,0.07502506382402667
484.0,0.921226315445428,0.0032478372725576804,0.07552584728201447
485.0,0.9149157809596505,0.004008562374587384,0.08107565666576226
486.0,0.9166624007061621,0.004387538250229086,0.07895006104360885
487.0,0.9140347942675292,0.00437279772192854,0.08159240801054234
488.0,0.9167426477666926,0.004595374263095393,0.07866197797021217
489.0,0.9173766646379852,0.00421830098263434,0.0784050343793806
490.0,0.9119757201240144,0.004317970847576262,0.08370630902840945
491.0,0.9103059345180007,0.004903253053809676,0.08479081242818974
492.0,0.900890177635738,0.0034743010775321634,0.09563552128672993
493.0,0.9099125490257447,0.0030515000061683865,0.08703595096808707
494.0,0.9032167913760053,0.0036450356471908877,0.09313817297680388
495.0,0.8970488806985984,0.0037352356252801397,0.09921588367612155
496.0,0.892140345342129,0.004123138560335856,0.10373651609753513
497.0,0.8996891757005994,0.00410907767410768,0.09620174662529306
498.0,0.8979969964377954,0.003330135111063017,0.09867286845114158
499.0,0.9004907515942719,0.00514821539844535,0.09436103300728271
500.0,0.8809198168259484,0.004736356719723839,0.11434382645432772
501.0,0.8972092644796339,0.003428495652954792,0.09936223986741131
502.0,0.8911914880534771,0.005179967881437314,0.10362854406508558
503.0,0.879036570815237,0.0028976197371531984,0.1180658094476097
504.0,0.8773863571689158,0.004895254282923233,0.11771838854816105
505.0,0.8815447876639736,0.004698210944420696,0.11375700139160577
506.0,0.8729441975267986,0.0036454016072389713,0.12341040086596244
507.0,0.880466931344905,0.0035955262693835232,0.11593754238571148
508.0,0.8722031420550954,0.004029199586141552,0.12376765835876313
509.0,0.8690552431284135,0.003911060018699613,0.12703369685288685
510.0,0.868229812156885,0.004131697671684874,0.12763849017143017
511.0,0.8646039589841448,0.004943046230423162,0.13045299478543207
512.0,0.8586549365151986,0.004850244106120794,0.13649481937868058
513.0,0.8583539527018853,0.005195979722773604,0.1364500675753411
514.0,0.8593537173561497,0.004844603357920635,0.1358016792859296
515.0,0.8509954711588416,0.004477747469459869,0.14452678137169866
516.0,0.8526912614382581,0.004557309242217672,0.1427514293195242
517.0,0.8478142426241768,0.006083126448076732,0.14610263092774653
518.0,0.8400282211453052,0.005424049402015722,0.1545477294526791
519.0,0.8249655952203269,0.0065095759522233775,0.16852482882744985
520.0,0.8401487009524443,0.005172711965197782,0.1546785870823579
521.0,0.8446285894847909,0.004037230737801628,0.15133417977740746
522.0,0.8278556040118905,0.004856419702881444,0.16728797628522799
523.0,0.8281670296793711,0.004600222435904518,0.16723274788472445
524.0,0.8105461824039691,0.004749121551393502,0.18470469604463746
525.0,0.8205464557596204,0.004410496175360834,0.1750430480650189
526.0,0.815102217272736,0.005560273495039854,0.17933750923222425
527.0,0.8000785372139735,0.005850319070791162,0.19407114371523532
528.0,0.8142448260229561,0.0055406249310936,0.1802145490459503
529.0,0.8015741586438436,0.0056776779201687605,0.19274816343598755
530.0,0.78751884427218,0.005437332223623609,0.20704382350419648
531.0,0.8034420132609972,0.004450239570508372,0.19210774716849446
532.0,0.7940041624485962,0.005332449545412014,0.2006633880059918
533.0,0.7869092649617331,0.005479203961114472,0.2076115310771524
534.0,0.7758062348498453,0.005025847204324763,0.21916791794582988
535.0,0.7754190008333215,0.004684098818110274,0.2198969003485683
536.0,0.7896628696992083,0.005188609425652269,0.20514852087513938
537.0,0.7792507455506337,0.004915940970483203,0.21583331347888315
538.0,0.7755272857920517,0.005463055324112262,0.21900965888383608
539.0,0.7713190398508004,0.004561784458059355,0.22411917569114023
540.0,0.7533308417745501,0.004819278844739958,0.2418498793807099
541.0,0.7594221073140396,0.0032762587594718125,0.23730163392648865
542.0,0.7648527297192426,0.006235930713276172,0.2289113395674813
543.0,0.7759335657286399,0.004210138877246456,0.21985629539411364
544.0,0.7584169428047844,0.004873271540816276,0.23670978565439926
545.0,0.7558210046492472,0.005051625485419749,0.23912736986533312
546.0,0.7435686578541421,0.004748946033950463,0.25168239611190746
547.0,0.7438522230682421,0.005300093208469483,0.25084768372328853
548.0,0.7463166660907915,0.005941709775773489,0.24774162413343506
549.0,0.7274532924275285,0.005424703240154265,0.2671220043323172
550.0,0.739274791917212,0.005013699080901345,0.2557115090018867
551.0,0.7220946150473044,0.005437277041568873,0.27246810791112663
552.0,0.7253384227904254,0.006566856360592243,0.26809472084898234
553.0,0.7009724527011894,0.0077288367124351024,0.2912987105863754
554.0,0.7273941938510107,0.004321228142600491,0.2682845780063887
555.0,0.7199725563899204,0.004676359806040162,0.27535108380403944
556.0,0.7223214403662664,0.005717907314263266,0.2719606523194703
557.0,0.7094731162849128,0.004852886920736688,0.28567399679435057
558.0,0.7014787811236717,0.004286157432920195,0.2942350614434081
559.0,0.6882134640931517,0.005638758346985748,0.30614777755986256
560.0,0.707824893563925,0.004982379283069098,0.287192727153006
561.0,0.7091001152636849,0.004333598820316704,0.2865662859159985
562.0,0.6869335090991038,0.0060761730948030454,0.30699031780609315
563.0,0.6843005738366874,0.005904794043246631,0.3097946321200659
564.0,0.6988359019017714,0.004697679125586245,0.2964664189726424
565.0,0.69237923607152,0.005163151950002193,0.3024576119784778
566.0,0.6750427246004871,0.00566349514736485,0.319293780252148
567.0,0.6682289126916386,0.004848900885570065,0.32692218642279136
568.0,0.6634332339238551,0.005854037821966765,0.3307127282541782
569.0,0.650883526184901,0.005181712044280214,0.34393476177081894
570.0,0.6613686545514511,0.005813480026059051,0.3328178654224898
571.0,0.6772703015525887,0.005053534531132566,0.31767616391627873
572.0,0.6617102297931814,0.005639371002479509,0.3326503992043391
573.0,0.6561271749530816,0.006708803671967685,0.3371640213749506
574.0,0.6679636784074284,0.006467927908108111,0.3255683936844634
575.0,0.6618392615885523,0.005233900811245555,0.3329268376002021
576.0,0.6493768735024956,0.005604320502108647,0.3450188059953958
577.0,0.6472627946429942,0.005232526283471936,0.3475046790735338
578.0,0.6332642635424287,0.005792718385315661,0.36094301807225565
579.0,0.6315587014376585,0.006384479394195874,0.3620568191681456
580.0,0.6523063567743048,0.006821917608104762,0.3408717256175903
581.0,0.6532979248101366,0.00521782821860976,0.3414842469712537
582.0,0.6319784099052409,0.006723105677190774,0.36129848441756823
583.0,0.6287200560326227,0.007165970550752583,0.3641139734166247
584.0,0.6209021568930745,0.005307428070893404,0.37379041503603205
585.0,0.6197326439176155,0.004645902253215118,0.37562145382916934
586.0,0.6376181721179701,0.005898824230981395,0.35648300365104846
587.0,0.6170947504867227,0.005537333784902397,0.3773679157283749
588.0,0.6248323717691315,0.006743860310405944,0.36842376792046244
